ProductID,SKU,ProductName,Brand,CategoryID,SupplierID,CostPrice,SellingPrice,LaunchDate,Status
256,SKU-04-00256,"IKEA Recliner Armchair",IKEA,4,77,484.77,897,2024-09-19,Discontinued
257,SKU-05-00257,"Pilot A4 Notebook",Pilot,5,38,389.17,713.76,2019-08-16,Active
258,SKU-06-00258,"Brother OfficeJet Pro 9015",Brother,6,86,603.05,1053.72,2023-11-22,Active
259,SKU-07-00259,"Ninja Kettle 1.7L",Ninja,7,70,459.06,1004.84,2020-04-14,Discontinued
260,SKU-08-00260,"IKEA Scented Candle Set",IKEA,8,112,425.77,789.33,2020-10-23,Active
261,SKU-09-00261,"Reebok Kettlebell 10kg",Reebok,9,3,324.6,426.58,2023-07-19,Active
262,SKU-10-00262,"The North Face Portable Camping Stove","The North Face",10,95,682.23,939.25,2023-01-26,Active
263,SKU-11-00263,"Nintendo Xbox Series S",Nintendo,11,105,580.3,1183.15,2024-11-23,"Out of Stock"
264,SKU-12-00264,"Corsair HyperX Cloud II Headset",Corsair,12,81,168.14,231.72,2020-04-08,"Out of Stock"
265,SKU-13-00265,"H&M Slim Fit Jeans",H&M,13,38,185.42,371.13,2024-02-21,Active
266,SKU-14-00266,"Next Knit Cardigan",Next,14,66,361.41,731.72,2023-11-21,Active
267,SKU-15-00267,"Herschel Leather Wallet",Herschel,15,97,583.98,888.7,2022-10-09,Active
268,SKU-16-00268,"Michael Kors Stainless Steel Bracelet","Michael Kors",16,16,720.41,1199.56,2022-03-27,Active
269,SKU-17-00269,"Beko Tumble Dryer 8kg",Beko,17,44,876.48,1508.77,2024-11-13,Active
270,SKU-18-00270,"Vax Upright Vacuum Cleaner",Vax,18,35,722.03,1401.26,2021-03-31,Active
271,SKU-01-00271,"Microsoft Google Pixel 8",Microsoft,1,106,166.51,254.61,2025-06-17,Active
272,SKU-02-00272,"Sony Galaxy Buds2 Pro",Sony,2,85,269.6,451.21,2019-02-07,"Out of Stock"
273,SKU-03-00273,"Alphason Standing Desk",Alphason,3,89,402.3,673.76,2025-04-29,"Out of Stock"
274,SKU-04-00274,"Habitat Bookshelf Unit",Habitat,4,36,577.33,1155.76,2025-06-29,Active
275,SKU-05-00275,"Staples Whiteboard Markers",Staples,5,47,464.21,910.97,2019-10-17,Active
276,SKU-06-00276,"HP OfficeJet Pro 9015",HP,6,109,-548.78,1093.3,2025-09-29,Active
277,SKU-07-00277,"KitchenAid Air Fryer Max",KitchenAid,7,31,701.77,1121.44,2022-03-26,Active
278,SKU-08-00278,"IKEA Area Rug 160x230",IKEA,8,20,612.76,1318.28,2020-08-20,Active
279,SKU-09-00279,"Bowflex Yoga Mat",Bowflex,9,74,128.24,205,2023-01-29,Active
280,SKU-10-00280,"Coleman Sleeping Bag",Coleman,10,15,28.19,40.22,2020-05-19,Discontinued
281,SKU-11-00281,"Microsoft PlayStation 5 Digital Edition",Microsoft,11,16,239.29,358.28,2025-03-05,Active
282,SKU-12-00282,"Razer DualSense Controller",Razer,12,89,825.25,1416.66,2022-09-22,Active
283,SKU-13-00283,"Adidas Bomber Jacket",Adidas,13,10,409.58,861.65,2024-03-26,Active
284,SKU-14-00284,"Zara Wrap Dress",Zara,14,88,870.97,1905.03,2021-07-27,"Out of Stock"
285,SKU-15-00285,"Herschel Suitcase Cabin 55cm",Herschel,15,9,497.25,758.73,2022-08-08,Active
286,SKU-16-00286,"Casio Digital Sports Watch",Casio,16,102,328.54,480.66,2021-06-04,Active
287,SKU-17-00287,"LG Fridge Freezer 70/30",LG,17,102,447.15,712.24,2020-10-06,Discontinued
288,SKU-18-00288,"Vax Robot Vacuum Cleaner",Vax,18,103,884.8,1215.08,2022-06-18,Active
289,SKU-01-00289,"HP Spectre x360",HP,1,51,899.64,1738.94,2022-05-10,Discontinued
290,SKU-02-00290,"Sennheiser Soundcore Life Q30",Sennheiser,2,106,519.54,711.28,2019-09-01,Active
291,SKU-03-00291,"Duramont Ergonomic Mesh Chair",Duramont,3,58,421.92,734.77,2025-08-15,Active
293,SKU-05-00293,"StaplesA 4 Notebook",Staples,5,39,152.37,237.17,2024-08-31,"Out of Stock"
294,SKU-06-00294,"Canon EcoTank ET-2810",Canon,6,67,805.96,1655.15,2025-03-03,Active
295,SKU-07-00295,"KitchenAid Coffee Machine Barista",KitchenAid,7,71,250.63,462.1,2021-07-02,Discontinued
296,SKU-08-00296,"IKEA Area Rug 160x230",IKEA,8,83,155.93,334.4,2021-10-17,Active
297,SKU-09-00297,"Adidas Kettlebell 10kg",Adidas,9,80,649.97,1186.12,2022-10-18,Discontinued
299,SKU-11-00299,"Microsoft Xbox Series X",Microsoft,11,99,517.06,949.94,2019-12-26,Active
300,SKU-12-00300,"Corsair DualSense Controller",Corsair,12,83,861.2,1471.62,2020-10-04,"Out of Stock"
301,SKU-13-00301,"H&M Hooded Sweatshirt",H&M,13,59,70.31,91.89,2025-04-23,Active
302,SKU-14-00302,"New Look Leggings","New Look",14,60,187.6,342.62,2022-11-28,Active
303,SKU-15-00303,"Herschel Suitcase Cabin 55cm",Herschel,15,111,314.11,511.62,2021-10-26,Active
304,SKU-16-00304,"Citizen Charm Necklace",Citizen,16,14,290.61,492.05,2020-01-11,Active
305,SKU-17-00305,"Beko Fridge Freezer 70/30",Beko,17,19,91.65,139.83,2021-03-24,Active
306,SKU-18-00306,"Morphy Richards Robot Vacuum Cleaner","Morphy Richards",18,32,866.6,1826.1,2021-07-25,Active
307,SKU-01-00307,"Asus Aspire 5",Asus,1,98,147.61,324.18,2024-08-16,Active
308,SKU-02-00308,"Sennheiser AirPods Pro 2",Sennheiser,2,64,25.74,55.29,2022-05-15,Discontinued
309,SKU-03-00309,"Alphason Adjustable Desk Riser",Alphason,3,28,527.09,683.23,2023-06-02,Active
310,SKU-04-00310,"Wayfair Recliner Armchair",Wayfair,4,37,485.34,997.28,2023-08-16,Active
311,SKU-05-00311,"Pilot Ring Binder",Pilot,5,94,332.37,542.79,2020-09-26,Active
312,SKU-06-00312,"Brother Office Printer LaserJet",Brother,6,73,507.83,809.68,2024-07-18,Active
313,SKU-07-00313,"Ninja Toaster 4-Slice",Ninja,7,65,408.07,723.25,2025-07-10,Discontinued
314,SKU-08-00314,"IKEA Wall Mirror Round",IKEA,8,13,357.54,716.92,2023-05-01,Active
315,SKU-09-00315,"Domyos Resistance Bands Set",Domyos,9,97,134.12,244.41,2022-04-24,Active
316,SKU-10-00316,"Berghaus 2-Person Tent",Berghaus,10,6,39.83,76.79,2020-02-19,Active
317,SKU-11-00317,"Nintendo Nintendo Switch OLED",Nintendo,11,20,547.6,952.68,2024-05-13,Active
318,SKU-12-00318,"Sony Xbox Wireless Controller",Sony,12,21,356.69,654.77,2020-02-22,Active
319,SKU-13-00319,"Levi's Hooded Sweatshirt",Levi's,13,65,746.32,1310.33,2023-11-11,"Out of Stock"
320,SKU-14-00320,"Adidas Knit Cardigan",Adidas,14,61,735.1,1176.12,2022-04-18,"Out of Stock"
321,SKU-15-00321,"Samsonite Travel Duffel Bag",Samsonite,15,75,280.37,589.85,2025-03-10,"Out of Stock"
322,SKU-16-00322,"Fossil Charm Necklace",Fossil,16,61,242.65,454.44,2022-08-29,Discontinued
323,SKU-17-00323,"Hotpoint Fridge Freezer 70/30",Hotpoint,17,93,50.96,86.96,2023-05-02,Discontinued
324,SKU-18-00324,"Morphy Richards Robot Vacuum Cleaner","Morphy Richards",18,19,740.39,1095.84,2019-05-25,Discontinued
325,SKU-01-00325,"HP Aspire 5",HP,1,3,399.73,658.69,2019-03-25,Active
326,SKU-02-00326,"Samsung HD 450BT",Samsung,2,53,454.13,831.47,2024-09-18,Active
327,SKU-03-00327,"Duramont Executive Office Chair",Duramont,3,91,128.58,186.05,2025-05-18,Active
328,SKU-04-00328,"Wayfair Bookshelf Unit",Wayfair,4,41,-861.23,1452.62,2023-07-06,Discontinued
329,SKU-05-00329,"Bic Desk Organiser",Bic,5,87,695.93,1346.54,2024-02-28,"Out of Stock"
330,SKU-06-00330,"Epson Ink Cartridge Black",Epson,6,62,177.08,262.82,2021-10-13,Discontinued
331,SKU-07-00331,"Breville Stand Mixer Artisan",Breville,7,39,695.2,1334.54,2024-09-07,"Out of Stock"
332,SKU-08-00332,"Wilko Photo Frame Set",Wilko,8,62,317.18,677.82,2020-07-24,"Out of Stock"
333,SKU-09-00333,"Reebok Resistance Bands Set",Reebok,9,16,518.26,915.26,2023-10-10,Active
334,SKU-10-00334,"Coleman Sleeping Bag",Coleman,10,38,42.65,92.02,2019-01-23,Active
335,SKU-11-00335,"Microsoft Nintendo Switch OLED",Microsoft,11,84,234.52,399.89,2022-05-31,Active
336,SKU-12-00336,"Sony DualSense Controller",Sony,12,120,508.01,766.1,2021-07-08,Active
337,SKU-13-00337,"Levi's Polo Shirt",Levi's,13,76,219.16,284.52,2023-03-03,Discontinued
338,SKU-14-00338,"H&M Denim Jacket",H&M,14,30,51.98,85.38,2023-07-02,"Out of Stock"
339,SKU-15-00339,"Kipling Leather Wallet",Kipling,15,88,694.84,871.97,2023-02-28,Discontinued
340,SKU-16-00340,"Casio Analog Dress Watch",Casio,16,84,841.85,1754.82,2022-04-06,Active
341,SKU-17-00341,"LG Dishwasher Integrated",LG,17,42,260.45,340.2,2022-04-17,Active
342,SKU-18-00342,"Morphy Richards Steam Iron","Morphy Richards",18,69,666.12,1370.75,2019-01-17,Active
343,SKU-01-00343,"Lenovo Legion 5",Lenovo,1,113,754.66,1612.88,2022-09-21,Active
344,SKU-02-00344,"Anker Soundcore Life Q30",Anker,2,101,448.37,959.41,2019-01-30,Active
345,SKU-03-00345,"IKEA Executive Office Chair",IKEA,3,39,513.33,693.99,2022-07-29,Active
346,SKU-04-00346,"Habitat Recliner Armchair",Habitat,4,83,491.25,844.57,2020-11-08,Active
347,SKU-05-00347,"Leitz Correction Tape",Leitz,5,35,177.57,240.97,2025-08-06,Active
348,SKU-06-00348,"Brother Toner Cartridge Set",Brother,6,9999,648.15,818.86,2019-02-12,Active
349,SKU-07-00349,"Breville Kettle 1.7L",Breville,7,87,682.77,967.29,2024-06-27,"Out of Stock"
350,SKU-08-00350,"Wilko Scented Candle Set",Wilko,8,66,298.49,486.77,2023-07-20,Active
351,SKU-09-00351,"Adidas Adjustable Dumbbell Set",Adidas,9,62,294.62,437.7,2024-06-10,Active
353,SKU-11-00353,"Nintendo PlayStation 5 Digital Edition",Nintendo,11,2,239.09,380.53,2019-09-21,Active
354,SKU-12-00354,"Logitech G Pro Wireless Mouse",Logitech,12,60,279.59,457.17,2019-08-26,Discontinued
355,SKU-13-00355,"Next Bomber Jacket",Next,13,40,622.81,1156.42,2020-01-03,Active
356,SKU-14-00356,"Next Blouse",Next,14,29,201.12,276.92,2020-04-18,Active
357,SKU-15-00357,"Kipling Suitcase Cabin 55cm",Kipling,15,78,339.39,650.56,2022-07-21,Active
358,SKU-16-00358,"Citizen Digital Sports Watch",Citizen,16,98,226.48,445.49,2024-07-02,Active
359,SKU-17-00359,"Hotpoint Tumble Dryer 8kg",Hotpoint,17,68,634.87,840.69,2020-10-20,Discontinued
360,SKU-18-00360,"Dyson Cordless Vacuum Cleaner",Dyson,18,107,495.15,856.71,2021-09-05,Discontinued
361,SKU-01-00361,"Google MacBook Air",Google,1,22,298.67,520.98,2021-07-08,Active
362,SKU-02-00362,"Samsung HD 450BT",Samsung,2,92,526.92,704.17,2021-09-27,Discontinued
363,SKU-03-00363,"Alphason Executive Office Chair",Alphason,3,59,123.09,202.44,2022-10-24,Discontinued
364,SKU-04-00364,"IKEA Recliner Armchair",IKEA,4,87,727.19,1408.65,2025-09-06,Active
365,SKU-05-00365,"Bic Ballpoint Pen Pack",Bic,5,96,200.02,263.9,2020-07-10,Active
366,SKU-06-00366,"Epson Toner Cartridge Set",Epson,6,9,489.34,639.69,2023-08-14,Active
367,SKU-07-00367,"Russell Hobbs Air Fryer Max","Russell Hobbs",7,37,370.94,734.66,2024-09-20,"Out of Stock"
368,SKU-08-00368,"Wilko Photo Frame Set",Wilko,8,115,347.32,721.08,2023-05-31,Active
369,SKU-09-00369,"Bowflex Yoga Mat",Bowflex,9,88,867.91,1805.97,2024-10-16,Active
370,SKU-10-00370,"Coleman 2-Person Tent",Coleman,10,23,893.6,1450.68,2024-02-16,Active
371,SKU-11-00371,"Nintendo Xbox Series X",Nintendo,11,107,8.11,10.31,2019-08-19,Active
372,SKU-12-00372,"Corsair K95 RGB Keyboard",Corsair,12,69,344.45,505.71,2021-07-23,Active
373,SKU-13-00373,"Zara Cotton T-Shirt",Zara,13,36,173.69,361.53,2022-09-24,Active
374,SKU-14-00374,"Zara Wrap Dress",Zara,14,85,380.22,751.98,2019-05-19,Active
375,SKU-15-00375,"Fossil Backpack 25L",Fossil,15,9,95.3,122.16,2019-01-24,Discontinued
376,SKU-16-00376,"Fossil Digital Sports Watch",Fossil,16,95,44.59,74.33,2020-02-27,Discontinued
377,SKU-17-00377,"LG Washing Machine 8kg",LG,17,18,455.99,695.29,2022-05-17,"Out of Stock"
378,SKU-18-00378,"Morphy Richards Handheld Vacuum","Morphy Richards",18,74,540.14,1020.27,2021-12-05,Active
379,SKU-01-00379,"Apple pSectre x360",Apple,1,113,133.22,250.08,2024-04-17,Active
380,SKU-02-00380,"Sennheiser AirPods Pro 2",Sennheiser,2,36,59.56,128.12,2022-10-26,"Out of Stock"
381,SKU-03-00381,"Herman Miller Conference Table","Herman Miller",3,72,448.58,975.07,2024-10-15,"Out of Stock"
382,SKU-04-00382,"Wayfair TV Stand",Wayfair,4,90,377.61,525.54,2019-08-24,Active
383,SKU-05-00383,"Pilot Correction Tape",Pilot,5,31,765.16,1175.06,2022-07-25,"Out of Stock"
384,SKU-06-00384,"Canon Wireless All-in-One Printer",Canon,6,118,56.57,92.89,2019-04-15,Active
385,SKU-07-00385,"Tefal Kettle 1.7L",Tefal,7,18,352.64,526.23,2020-06-05,Active
386,SKU-08-00386,"IKEA Scented Candle Set",IKEA,8,109,337.11,592.93,2024-11-09,Active
387,SKU-09-00387,"Nike Resistance Bands Set",Nike,9,49,607.94,1108.14,2024-12-27,Active
388,SKU-10-00388,"Regatta Portable Camping Stove",Regatta,10,93,-605.95,882.36,2022-03-18,Active
389,SKU-11-00389,"Microsoft Xbox Series S",Microsoft,11,117,18.72,40.07,2019-04-25,"Out of Stock"
390,SKU-12-00390,"Logitech HyperX Cloud II Headset",Logitech,12,118,222.12,405.19,2019-07-03,Active
391,SKU-13-00391,"H&M Cotton T-Shirt",H&M,13,71,292.85,444.81,2025-03-31,Active
392,SKU-14-00392,"Adidas Denim Jacket",Adidas,14,46,281.04,447.32,2025-01-25,Active
393,SKU-15-00393,"Kipling Leather Wallet",Kipling,15,103,883.28,1498.06,2022-10-21,Active
394,SKU-16-00394,"Casio Stainless Steel Bracelet",Casio,16,41,375.47,669.99,2019-03-23,Active
395,SKU-17-00395,"LG Washing Machine 8kg",LG,17,34,500.21,902.79,2025-04-08,"Out of Stock"
396,SKU-18-00396,"Bosch Handheld Vacuum",Bosch,18,20,180.59,265.2,2021-02-14,Discontinued
397,SKU-01-00397,"Apple Envy 13",Apple,1,71,590.87,1123.01,2025-06-28,Active
398,SKU-02-00398,"Anker SRS-XB13 Speaker",Anker,2,93,579.32,994.15,2022-12-18,Active
399,SKU-03-00399,"Duramont Bookcase 5-Shelf",Duramont,3,22,130.26,230.46,2024-01-29,Active
400,SKU-04-00400,"John Lewis 3-Seater Sofa","John Lewis",4,68,35.27,72.46,2023-10-23,"Out of Stock"
401,SKU-05-00401,"Staples Ballpoint Pen Pack",Staples,5,53,128.05,236.79,2021-09-08,Active
402,SKU-06-00402,"Canon Office Printer LaserJet",Canon,6,28,457.63,734.29,2019-07-09,Discontinued
403,SKU-07-00403,"Philips Coffee Machine Braista",Philips,7,120,556.78,951.56,2020-02-05,Active
404,SKU-08-00404,"IKEA Table Lamp",IKEA,8,69,498.72,629.01,2020-08-15,Discontinued
405,SKU-09-00405,"Opti Resistance Bands Set",Opti,9,69,879.84,1114.13,2024-08-19,"Out of Stock"
406,SKU-10-00406,"Vango Sleeping Bag",Vango,10,14,826.65,1445.12,2021-08-17,Active
407,SKU-11-00407,"Sony PlayStation 5 Digital Edition",Sony,11,68,230.91,366.39,2025-01-18,Active
408,SKU-12-00408,"Logitech Xbox Wireless Controller",Logitech,12,52,415.8,615.82,2021-03-28,"Out of Stock"
409,SKU-13-00409,"Adidas Hooded Sweatshirt",Adidas,13,88,746.12,989.79,2024-02-06,"Out of Stock"
410,SKU-14-00410,"Zara Floral Midi Dress",Zara,14,52,344.44,611.4,2019-12-11,Active
411,SKU-15-00411,"Samsonite Suitcase Cabin 55cm",Samsonite,15,22,79,162.19,2025-09-02,"Out of Stock"
412,SKU-16-00412,"Michael Kors Charm Necklace","Michael Kors",16,110,876.59,1840.88,2023-11-21,Active
413,SKU-17-00413,"LG Fridge Freezer 70/30",LG,17,116,781.96,1636.78,2022-05-19,Active
414,SKU-18-00414,"Vax Cordless Vacuum Cleaner",Vax,18,119,71.54,152.33,2025-07-29,Discontinued
415,SKU-01-00415,"Dell MacBook Pro 14",Dell,1,119,766.13,969.06,2019-05-13,Active
416,SKU-02-00416,"Apple Tune 510BT",Apple,2,97,739.52,1501.12,2021-12-13,Active
419,SKU-05-00419,"Rhodia Sticky Notes Pack",Rhodia,5,65,672.18,1061.08,2024-03-10,Active
420,SKU-06-00420,"Brother OfficeJet Pro 9015",Brother,6,108,73.04,133.29,2025-06-11,Discontinued
421,SKU-07-00421,"Tefal Toaster 4-Slice",Tefal,7,100,297.11,550.37,2021-09-04,Active
422,SKU-08-00422,"Wilko Wall Mirror Round",Wilko,8,46,499.97,803.28,2024-03-21,Active
423,SKU-09-00423,"Opti Exercise Bike",Opti,9,85,345.17,684.67,2019-03-15,Active
424,SKU-10-00424,"Regatta Insulated Water Bottle",Regatta,10,10,78.42,109.51,2020-11-04,"Out of Stock"
425,SKU-11-00425,"Nintendo Xbox Series X",Nintendo,11,95,353.71,563.34,2025-09-12,Active
426,SKU-12-00426,"Logitech DualSense Controller",Logitech,12,57,327.13,492.75,2022-04-24,Active
427,SKU-13-00427,"Nike Cotton T-Shirt",Nike,13,56,406.72,722.74,2021-05-27,Active
428,SKU-14-00428,"Zara Floral Midi Dress",Zara,14,12,321.75,430.63,2025-05-08,Discontinued
429,SKU-15-00429,"Herschel Travel Duffel Bag",Herschel,15,2,266.2,430.82,2021-11-30,Active
430,SKU-16-00430,"Citizen Digital Sports Watch",Citizen,16,74,471.39,896.14,2023-08-03,Active
431,SKU-17-00431,"LG Dishwasher Integrated",LG,17,39,245.22,340.52,2023-06-17,Active
432,SKU-18-00432,"Bosch Handheld Vacuum",Bosch,18,54,273.28,544.79,2019-07-31,Active
433,SKU-01-00433,"Acer ZenBook 14",Acer,1,93,564.41,1023.91,2023-03-05,Active
434,SKU-02-00434,"Sennheiser QuietComfort 45",Sennheiser,2,18,277.67,597.37,2024-05-21,Active
435,SKU-03-00435,"Flexispot Conference Table",Flexispot,3,103,776.67,1295.65,2023-10-24,Active
436,SKU-04-00436,"John Lewis Bedside Table","John Lewis",4,39,292,627.78,2019-07-22,Active
437,SKU-05-00437,"Post-it Desk Organiser",Post-it,5,23,868.29,1884.44,2020-01-16,Active
438,SKU-06-00438,"Brohter Ink Cartridge Black",Brother,6,101,221.97,356.76,2023-10-21,Active
439,SKU-07-00439,"Breville Air Fryer Max",Breville,7,120,509.65,923.8,2023-04-12,Discontinued
440,SKU-08-00440,"Dunelm Cushion Cover Set",Dunelm,8,99,497.34,1071.94,2023-12-29,Active
441,SKU-09-00441,"Opti Adjustable Dumbbell Set",Opti,9,57,718.93,1466.41,2021-02-19,Active
442,SKU-10-00442,"Vango Insulated Water Bottle",Vango,10,64,129.57,199.24,2019-09-20,Active
443,SKU-11-00443,"Nintendo Xbox Series X",Nintendo,11,92,383.7,617.04,2019-01-13,Active
444,SKU-12-00444,"Sony HyperX Cloud II Headset",Sony,12,75,363.72,629.7,2021-01-29,"Out of Stock"
445,SKU-13-00445,"H&M Running Shorts",H&M,13,5,712.7,1134.3,2021-06-06,Discontinued
446,SKU-14-00446,"Adidas Denim Jacket",Adidas,14,118,81.06,160.54,2020-10-26,"Out of Stock"
447,SKU-15-00447,"Herschel Backpack 25L",Herschel,15,83,553.35,987.76,2019-11-23,"Out of Stock"
448,SKU-16-00448,"Pandora Stainless Steel Bracelet",Pandora,16,102,390.26,491.74,2020-04-06,Active
449,SKU-17-00449,"LG American Style Fridge Freezer",LG,17,96,469.32,845.48,2022-01-11,Discontinued
450,SKU-18-00450,"Shark Robot Vacuum Cleaner",Shark,18,9999,355.07,704.36,2022-09-29,Discontinued
